Row Labels,DELL,IBM,MSFT,NFLX
20060419,28.61,81.86,27.03,4.44
20060420,28.24,82.02,27.03,4.444285714
20060421,27.01,81.66,27.15,4.4
20060424,26.47,82.11,27.11,4.462857143
20060425,26.62,82.67,27.11,4.525714286
20060426,26.22,83.35,27.1,4.497142857
20060427,25.939,83.88,27.25,4.47
20060428,26.2,82.34,24.15,4.234285714
20060501,25.65,82.23,24.29,4.228571429
20060502,25.43,82.42,24.01,4.314285714
20060503,25.32,82.7,23.17,4.244285714
20060504,25.59,82.43,23.44,4.284285714
20060505,25.68,83.28,23.8,4.328571429
20060508,26.43,82.89,23.73,4.285714286
20060509,25.2,83.23,23.62,4.388571429
20060510,24.89,82.9,23.77,4.415714286
20060511,24.51,82.46,23.22,4.251428571
20060512,24.02,82.39,23.17,4.227142857
20060515,24.35,82.89,23.15,4.064285714
20060516,23.78,82.16,23.01,4.094285714
20060517,23.63,81.27,22.73,4.012857143
20060518,23.95,80.66,22.83,3.958571429
20060519,24.57,80.28,22.56,3.981428571
20060522,24.38,80.02,22.88,4
20060523,24.09,79.83,22.79,3.99
20060524,24.18,79.78,23.5,3.991428571
20060525,24.3,80.14,23.74,4.107142857
20060526,24.81,80.75,23.72,4.118571429
20060530,25.02,80.16,23.15,3.928571429
20060531,25.38,79.9,22.65,3.955714286
20060601,25.8,80.69,22.82,4.072857143
20060602,25.96,79.52,22.76,3.992857143
20060605,25.5,79.06,22.5,3.897142857
20060606,25.61,79.76,22.13,3.841428571
20060607,25.26,79.15,22.04,3.771428571
20060608,25.21,77.03,22.11,3.968571429
20060609,25.26,77.63,21.92,3.932857143
20060612,24.89,77.02,21.71,3.868571429
20060613,25.1,76.93,21.51,3.934285714
20060614,25.07,77.71,21.88,3.998571429
20060615,24.91,78.56,22.07,3.957142857
20060616,24.12,77.95,22.1,3.874285714
20060619,24.06,77.67,22.55,4.002142857
20060620,23.67,77.99,22.56,3.868571429
20060621,24.08,78.3,23.08,3.881428571
20060622,23.87,77.19,22.88,3.952857143
20060623,23.72,77.1,22.5,3.905714286
20060626,23.84,77.15,22.82,3.957142857
20060627,23.71,76.63,22.86,3.844285714
20060628,23.85,76.56,23.16,3.794285714
20060629,24.6199,77.59,23.4702,3.88
20060630,24.46,76.82,23.3,3.887142857
20060703,24.59,78.02,23.7,3.891428571
20060705,24.22,77.77,23.35,3.805714286
20060706,24.15,78.09,23.48,3.802857143
20060707,23.87,76.42,23.3,3.807142857
20060710,23.48,76.67,23.5,3.778571429
20060711,23.42,76.47,23.1,3.618571429
20060712,22.38,75.48,22.64,3.512857143
20060713,21.7,74.24,22.26,3.557142857
20060714,21.9,73.57,22.29,3.455714286
20060717,21.57,73.7,22.48,3.401428571
20060718,21.34,74.26,22.74,3.342857143
20060719,22.4685,76.07,23.4,3.384285714
20060720,22.1,75.48,22.85,3.335714286
20060721,19.91,74.86,23.87,3.292857143
20060724,20.75,75.99,24,3.394285714
20060725,20.91,75.89,24.22,2.682857143
20060726,21.22,75.83,24.37,2.718571429
20060727,21.55,76.15,23.87,2.888571429
20060728,22.22,76.96,24.25,2.978571429
20060731,21.68,77.41,24.06,2.955714286
20060801,21.65,76.14,23.99,2.928571429
20060802,21.99,76.32,24.3,2.977142857
20060803,22.09,76.33,24.21,2.912857143
20060804,22.45,75.91,24.29,2.994285714
20060807,22.04,75.52,24.22,2.954285714
20060808,21.59,75.33,24.34,2.9
20060809,21.14,75.39,24.44,2.88
20060810,20.99,75.74,24.46,2.878571429
20060811,21.07,75.48,24.43,2.84
20060814,21.24,76.68,24.53,2.844285714
20060815,22.08,77.08,24.62,2.85
20060816,22.73,79.09,24.7,2.824285714
20060817,22.8,79.37,24.7,2.861428571
20060818,22.16,79.9,25.79,2.835714286
20060821,21.62,79.28,26.12,2.788571429
20060822,21.72,78.95,25.62,2.677142857
20060823,21.64,78.67,25.67,2.668571429
20060824,21.78,79.38,25.74,2.652857143
20060825,21.76,79.88,25.85,2.674285714
20060828,22.21,80.32,25.95,2.75
20060829,22.25,81.4,25.84,2.765714286
20060830,22.75,81.22,25.8,2.87
20060831,22.55,80.97,25.7,2.86
20060901,22.55,81.41,25.84,2.86
20060905,22.71,80.85,25.61,2.89
20060906,22.1,80.28,25.61,3.002857143
20060907,21.73,79.4,25.43,2.902857143
20060908,21.65,80.66,25.6,2.891428571
20060911,21.19,80.93,25.91,2.945714286
20060912,21.87,82.28,25.93,3.107142857
20060913,21.61,82.21,25.98,3.18
20060914,21.61,82.47,26.33,3.211428571
20060915,21.35,82.94,26.85,3.245714286
20060918,21.46,82.24,26.79,3.19
20060919,21.61,81.87,26.86,3.135714286
20060920,21.5,83.42,27.18,3.21
20060921,21.18,81.61,26.9,3.275714286
20060922,21.44,81.21,26.66,3.287142857
20060925,22.16,82,26.95,3.3
20060926,22.72,82.5,27.2,3.282857143
20060927,22.45,82.09,27.44,3.312857143
20060928,22.97,81.99,27.4,3.301428571
20060929,22.84,81.94,27.35,3.254285714
20061002,23.04,81.87,27.36,3.258571429
20061003,22.7,81.65,27.37,3.291428571
20061004,23.14,83.1,27.94,3.314285714
20061005,23.29,82.92,27.92,3.407142857
20061006,23.25,83.14,27.87,3.444285714
20061009,23.56,84,27.72,3.428571429
20061010,23.52,84.19,27.69,3.374285714
20061011,22.97,84.19,27.54,3.34
20061012,23.87,84.7,28.22,3.344285714
20061013,23.95,86.08,28.37,3.314285714
20061016,24.62,86.71,28.45,3.317142857
20061017,24.54,86.95,28.44,3.247142857
20061018,24.7,89.82,28.52,3.198571429
20061019,23.12,89.86,28.29,3.162857143
20061020,23.54,90.48,28.43,3.177142857
20061023,23.6,91.56,28.45,3.297142857
20061024,23.28,91.49,28.28,3.91
20061025,23.07,91.83,28.31,3.962857143
20061026,23.37,91.54,28.35,3.964285714
20061027,23.11,90.76,28.34,3.941428571
20061030,23.37,91.5,28.53,3.987142857
20061031,24.33,92.33,28.71,3.951428571
20061101,24.02,91.8,28.81,3.935714286
20061102,24.8,91.68,28.77,3.814285714
20061103,24.24,91.41,28.73,3.814285714
20061106,24.47,92.6,28.84,3.894285714
20061107,24.56,92.75,28.95,3.948571429
20061108,24.18,92.59,28.98,4.125714286
20061109,24.98,92.42,29.26,4.131428571
20061110,24.89,91.76,29.24,4.197142857
20061113,25.49,92.07,29.35,4.212857143
20061114,25.59,93.29,29.2285,4.155714286
20061115,25.75,93.11,29.12,4.25
20061116,25.1,93.47,29.47,4.181428571
20061117,25.02,93.81,29.4,4.131428571
20061120,24.65,93.25,29.89,4.154285714
20061121,24.82,93.08,29.92,4.181428571
20061122,27.13,93.52,29.92,4.227142857
20061124,27.33,93.35,29.76,4.194285714
20061127,27.01,91.45,29.48,4.138571429
20061128,26.95,91.35,29.39,4.12
20061129,27.62,91.52,29.57,4.17
20061130,27.24,91.92,29.36,4.182857143
20061201,27.27,91.25,29.12,4.208571429
20061204,26.84,93.51,29.33,4.132857143
20061205,26.9,94.48,29.13,4.141428571
20061206,26.58,94.12,28.99,4.068571429
20061207,26.42,94.23,28.85,3.961428571
20061208,26.32,93.86,29.4,3.95
20061211,26.73,93.64,29.54,4.067142857
20061212,26.2,94.12,29.43,4.052857143
20061213,26.07,94.77,29.55,4.057142857
20061214,26.87,95.36,30.07,3.965714286
20061215,26.53,95.3,30.19,3.942857143
20061218,26.39,95.44,29.89,3.805714286
20061219,26.13,96,29.99,3.865714286
20061220,25.77,96,30.09,3.908571429
20061221,25.46,95.91,29.98,3.827142857
20061222,25.45,95.25,29.64,3.742857143
20061226,25.49,95.66,29.99,3.834285714
20061227,25.46,97.2,30.02,3.784285714
20061228,25.24,96.97,29.98,3.728571429
20061229,25.09,97.15,29.86,3.694285714
20070103,25.49,97.27,29.86,3.801428571
20070104,26.24,98.31,29.81,3.621428571
20070105,26.16,97.42,29.64,3.544285714
20070108,26.17,98.9,29.93,3.404285714
20070109,26.84,100.07,29.96,3.427142857
20070110,27.26,98.89,29.66,3.438571429
20070111,26.93,98.65,30.7,3.462857143
20070112,26.62,99.34,31.21,3.244285714
20070116,26.51,100.82,31.16,3.248571429
20070117,25.84,100.02,31.1,3.261428571
20070118,25.21,99.45,31,3.178571429
20070119,25.02,96.17,31.11,3.222857143
20070122,24.49,97.11,30.72,3.128571429
20070123,24.29,97.08,30.74,3.108571429
20070124,24.46,97.4,31.09,3.25
20070125,24.15,97.51,30.45,3.321428571
20070126,23.73,97.45,30.6,3.307142857
20070129,23.85,98.54,30.53,3.221428571
20070130,24.29,99.37,30.48,3.275714286
20070131,24.22,99.15,30.86,3.258571429
20070201,23.8,99,30.56,3.247142857
20070202,23.52,99.17,30.19,3.262857143
20070205,23.9,100.38,29.61,3.228571429
20070206,23.65,99.85,29.51,3.188571429
20070207,23.82,99.54,29.37,3.271428571
20070208,23.85,99.62,29.26,3.392857143
20070209,23.72,98.55,28.98,3.301428571
20070212,23.51,98.58,28.94,3.304285714
20070213,23.61,98.29,29.03,3.271428571
20070214,23.9,99.2,29.4,3.228571429
20070215,24.38,98.92,29.46,3.214285714
20070216,24.39,98.99,28.74,3.267142857
20070220,24.53,99.35,28.83,3.358571429
20070221,24.31,99.09,29.35,3.341428571
20070222,24.34,98.5,29.39,3.392857143
20070223,24.19,97.73,28.9,3.361428571
20070226,23.8,96.91,29.07,3.304285714
20070227,22.88,93.96,27.87,3.157142857
20070228,22.85,92.94,28.17,3.218571429
20070301,23.01,92.27,28.09,3.261428571
20070302,23.18,90.9,27.76,3.184285714
20070305,22.53,91.81,27.5499,3.008571429
20070306,22.67,93.8,27.83,3.062857143
20070307,22.3,93.94,27.61,3.025714286
20070308,22.26,93,27.32,3.034285714
20070309,22.43,93.28,27.29,3.008571429
20070312,22.35,94.11,27.44,3.011428571
20070313,21.79,92.71,26.72,2.935714286
20070314,22.32,93.76,27.4,3.015714286
20070315,22.46,93.45,27.28,3.022857143
20070316,22.5,93.25,27.33,3.002857143
20070319,22.46,93.99,27.83,3.051428571
20070320,22.53,94.5,27.84,3.211428571
20070321,22.95,95.36,28.52,3.292857143
20070322,22.93,95.19,28.27,3.3
20070323,22.83,95.03,28.02,3.39
20070326,23.62,95,28.22,3.322857143
20070327,23.75,94.73,27.72,3.368571429
20070328,23.35,94.26,27.64,3.34
20070329,23.39,94.57,27.75,3.35
20070330,23.21,94.26,27.87,3.312857143
20070402,23.02,95.21,27.74,3.354285714
20070403,23.07,96.1,27.87,3.397142857
20070404,23.36,96.21,28.5,3.504285714
20070405,23.51,96.52,28.55,3.457142857
20070409,23.71,96.62,28.57,3.477142857
20070410,23.91,96.46,28.4,3.551428571
20070411,24.25,95.16,28.11,3.514285714
20070412,24.65,95.67,28.54,3.514285714
20070413,25.36,94.93,28.61,3.514285714
20070416,25.53,96.18,28.73,3.502857143
20070417,25.47,97.12,28.85,3.422857143
20070418,25.04,94.8,28.6,3.1
20070419,24.94,94.29,28.69,3.072857143
20070420,24.99,94.58,29.02,3.157142857
20070423,24.84,95.21,28.78,3.104285714
20070424,24.79,98.49,28.79,3.088571429
20070425,24.97,101.46,28.99,3.08
20070426,24.91,100.9,29.1,3.161428571
20070427,25.23,101.17,30.12,3.172857143
20070430,25.21,102.21,29.94,3.167142857
20070501,25.22,103.17,30.4,3.164285714
20070502,25.15,102.22,30.61,3.158571429
20070503,25.75,102.8,30.97,3.184285714
20070504,25.66,102.96,30.56,3.165714286
20070507,25.9,103.16,30.71,3.174285714
20070508,26.02,103.29,30.75,3.162857143
20070509,26.04,104.38,30.7799,3.158571429
20070510,25.44,104.68,30.58,3.13
20070511,25.81,105.98,30.89,3.151428571
20070514,25.27,105.57,30.97,3.137142857
20070515,24.67,104.83,30.9,3.107142857
20070516,25.92,105.87,31.07,3.102857143
20070517,26.06,105.31,30.98,3.117142857
20070518,26.07,107.99,30.83,3.134285714
20070521,25.94,107.04,31.05,3.214285714
20070522,26.38,106.7,30.69,3.285714286
20070523,26.26,105.58,30.58,3.312857143
20070524,25.89,103.95,30.17,3.22
20070525,25.99,105.18,30.48,3.217142857
20070529,26.11,105.91,30.79,3.121428571
20070530,26.22,106.93,31.11,3.151428571
20070531,26.911,106.6,30.6901,3.128557143
20070601,27.3,106.54,30.59,3.081428571
20070604,27.32,106.23,30.715,3.068571429
20070605,27.26,105.84,30.58,3.055714286
20070606,27.35,102.41,30.29,3.228571429
20070607,26.99,101.8,29.62,3.418571429
20070608,27.34,103.07,30.05,3.347142857
20070611,27.6,103.22,30.02,3.132857143
20070612,26.92,102.34,29.85,2.868571429
20070613,27.25,103.12,30.39,2.774285714
20070614,27.64,103.85,30.52,2.74
20070615,27.81,105.09,30.49,2.815714286
20070618,27.85,105.33,30.51,2.86
20070619,27.82,106.5,30.46,2.847142857
20070620,27.53,106,30.01,2.792857143
20070621,27.85,106.6,30.22,2.855714286
20070622,27.09,104.44,29.49,2.811428571
20070625,27.09,105.1,29.49,2.802857143
20070626,27.56,105.33,29.52,2.788571429
20070627,27.96,105.43,29.87,2.968571429
20070628,28.45,105.95,29.83,2.835714286
20070629,28.55,105.25,29.47,2.77
20070702,28.93,105.01,29.74,2.782857143
20070703,28.71,106.58,30.02,2.824285714
20070705,28.99,108.05,29.99,2.831428571
20070706,29.01,109.03,29.97,2.912857143
20070709,29.01,108.97,29.87,2.918571429
20070710,28.65,108.63,29.33,2.874285714
20070711,28.37,109.1,29.49,2.858571429
20070712,28.83,109.28,30.07,2.872857143
20070713,28.82,108.6,29.82,2.877142857
20070716,28.95,109.66,30.03,2.865714286
20070717,29.19,110.77,30.7799,2.887142857
20070718,28.99,111.08,30.92,2.874285714
20070719,29.19,115.86,31.51,2.848571429
20070720,29.18,114.81,31.16,2.804285714
20070723,29.34,116.38,31.19,2.467142857
20070724,28.7399,116.17,30.8,2.295728571
20070725,28.98,118.1,30.71,2.385714286
20070726,28.49,116.53,29.98,2.548571429
20070727,27.8201,115.62,29.3901,2.442857143
20070730,27.78,114.52,29.4,2.484285714
20070731,27.97,110.65,28.99,2.461428571
20070801,27.76,112.04,29.3,2.451428571
20070802,28.18,113.23,29.52,2.444285714
20070803,27.1501,111.89,28.9601,2.367142857
20070806,27.39,113.89,29.54,2.422857143
20070807,27.22,113.53,29.55,2.478571429
20070808,27.78,112.98,30,2.567142857
20070809,26.43,110.73,29.3,2.538571429
20070810,26.45,112.64,28.71,2.555714286
20070813,26.7,112.71,28.63,2.48
20070814,26.46,112.05,28.27,2.494285714
20070815,26.3,111.23,28.1,2.491428571
20070816,25.93,109.69,27.81,2.414285714
20070817,26.32,110.9,28.25,2.462857143
20070820,26.53,109.22,28.26,2.452857143
20070821,26.17,109.04,28.07,2.471428571
20070822,26.96,110,28.22,2.49
20070823,27.24,111.45,28.3,2.464285714
20070824,27.74,113.24,28.81,2.542857143
20070827,27.59,113.44,28.49,2.448571429
20070828,26.89,112,27.93,2.425714286
20070829,27.86,114.57,28.59,2.5
20070830,28.46,115.37,28.45,2.457142857
20070831,28.25,116.69,28.73,2.502857143
20070904,28.51,118.19,28.81,2.591428571
20070905,28.3,117.88,28.48,2.56
20070906,28.46,117.62,28.91,2.57
20070907,27.16,115.55,28.44,2.577142857
20070910,26.55,115.8,28.48,2.485714286
20070911,26.94,117.35,28.93,2.524285714
20070912,26.76,116,28.93,2.48
20070913,26.89,115.95,29.16,2.477142857
20070914,26.39,115.13,29.04,2.531428571
20070917,26.3,114.52,28.725,2.63
20070918,27.1,116.63,28.93,2.747142857
20070919,27.7401,116.67,28.67,2.805714286
20070920,27.85,116.86,28.4201,2.782857143
20070921,27.76,116.78,28.6499,2.741428571
20070924,27.87,116.25,29.08,2.755714286
20070925,28.16,116.51,29.5599,3.001428571
20070926,27.98,117.3,29.5,3.134285714
20070927,27.75,117.71,29.49,3.051428571
20070928,27.6,117.8,29.46,2.964271429
20071001,27.95,119.03,29.7701,3.031428571
20071002,27.76,118.36,29.7,3.028571429
20071003,27.58,116.4,29.4525,3.011428571
20071004,27.62,115.69,29.71,3.02
20071005,27.85,116.3,29.84,3.142857143
20071008,27.95,117.77,29.84,3.181428571
20071009,27.91,118.3,30.0999,3.255714286
20071010,28.04,118.62,30.23,3.345714286
20071011,28.01,118.05,29.91,3.272857143
20071012,28.53,117.81,30.17,3.285714286
20071015,28.18,118.03,30.04,3.422857143
20071016,27.85,119.6,30.32,3.424285714
20071017,28.62,115.78,31.08,3.468571429
20071018,29.13,114.8,31.16,3.432857143
20071019,27.92,112.28,30.17,3.32
20071022,28.18,113.37,30.51,3.287142857
20071023,28.79,114.68,30.9,3.712857143
20071024,28.49,112.95,31.25,3.607142857
20071025,27.92,112.81,31.99,3.618571429
20071026,28.98,113.73,35.03,3.602857143
20071029,29.47,114.8,34.57,3.767142857
20071030,29.8,114.12,35.57,3.777142857
20071031,30.6,116.12,36.81,3.781428571
20071101,29.7,113.65,37.06,3.755714286
20071102,30.05,114.59,37.06,3.751428571
20071105,29.97,113.4,36.73,3.787142857
20071106,30.25,113.17,36.41,3.89
20071107,29.3099,111.08,35.52,3.84
20071108,28.54,106.11,34.74,3.884285714
20071109,27.31,100.2542,33.73,3.607142857
20071112,27.17,101.45,33.38,3.501428571
20071113,28.21,105.27,34.46,3.63
20071114,27.61,103.44,33.93,3.548571429
20071115,26.83,103.6,33.76,3.437142857
20071116,26.91,104.79,34.09,3.4
20071119,26.62,102.22,33.96,3.315714286
20071120,26.31,103.42,34.58,3.232857143
20071121,25.56,102.22,34.23,3.078571429
20071123,26.13,104.05,34.11,3.107142857
20071126,25.71,101.97,32.97,3.067142857
20071127,26.64,103.83,33.06,3.191428571
20071128,27.69,107.37,33.7,3.287142857
20071129,28.14,107.5,33.59,3.302857143
20071130,24.54,105.18,33.6,3.3
20071203,23.94,105.83,32.92,3.397142857
20071204,23.6,106.63,32.77,3.392857143
20071205,24.31,108.16,34.15,3.418571429
20071206,24.95,109.7,34.55,3.414285714
20071207,25.07,108.86,34.53,3.367142857
20071210,25.21,109.39,34.76,3.355714286
20071211,24.36,106.99,34.1,3.328571429
20071212,24,108.47,34.47,3.308571429
20071213,23.6,108.18,35.22,3.291428571
20071214,23.57,105.77,35.31,3.36
20071217,23.65,104.53,34.39,3.3
20071218,24.02,106.31,34.74,3.454285714
20071219,24.36,107.14,34.79,3.552857143
20071220,24.89,108.84,35.52,3.891428571
20071221,24.88,111.05,36.06,4.014285714
20071224,25.15,111.65,36.58,3.987142857
20071226,24.99,111.56,36.61,4.1
20071227,24.93,109.6,35.97,3.921428571
20071228,24.95,110.09,36.12,3.847142857
20071231,24.51,108.1,35.6,3.802857143
20080102,24.39,104.69,35.22,3.764285714
20080103,23.71,104.9,35.37,3.724285714
20080104,22.09,101.13,34.38,3.515714286
20080107,21.26,100.05,34.61,3.554285714
20080108,20.74,97.59,33.45,3.328571429
20080109,20.93,98.31,34.44,3.285714286
20080110,20.94,99.92,34.33,3.528571429
20080111,20.76,97.67,33.91,3.344285714
20080114,21.45,102.93,34.39,3.252857143
20080115,20.9,101.83,34,3.15
20080116,20.68,101.63,33.23,3.152857143
20080117,20.86,101.1,33.11,3.11
20080118,21.08,103.4,33.01,3.121428571
20080122,20.25,101.22,31.99,3.187142857
20080123,20.12,106.1,31.93,3.394285714
20080124,21.09,106.91,33.25,3.134285714
20080125,20.06,104.52,32.94,3.11
20080128,20.35,104.98,32.72,3.284285714
20080129,20.56,106.1,32.6,3.308571429
20080130,20.43,105.65,32.2,3.277142857
20080131,20.04,107.11,32.6,3.592857143
20080201,20.35,109.08,30.4498,3.627142857
20080204,20.02,107.93,30.19,3.698571429
20080205,19.12,105.02,29.07,3.608571429
20080206,19.07,103.59,28.52,3.717142857
20080207,19.43,102.34,28.12,3.835714286
20080208,19.45,103.27,28.56,3.84
20080211,19.93,105.14,28.21,3.841428571
20080212,19.71,106.53,28.34,3.842857143
20080213,20.31,108.42,28.96,3.901428571
20080214,19.81,106.13,28.5,3.821428571
20080215,19.57,106.16,28.42,3.8
20080219,19.28,105,28.17,3.827142857
20080220,19.75,107.85,28.22,3.924285714
20080221,19.27,106.93,28.1,3.981428571
20080222,19.54,108.07,27.68,3.971428571
20080225,20.14,110.08,27.84,4
20080226,20.48,114.38,28.38,4.142857143
20080227,20.77,116.46,28.26,4.632857143
20080228,20.87,115.24,27.93,4.505714286
20080229,19.9001,113.86,27.1999,4.511428571
20080303,19.94,114.23,26.99,4.42
20080304,19.67,115.71,27.59,4.502857143
20080305,19.7901,115.39,28.1199,4.585714286
20080306,19.43,112.52,27.57,4.374285714
20080307,19.35,113.94,27.87,4.465714286
20080310,19.12,114.01,28.05,4.744285714
20080311,19.83,116.49,29.28,4.725714286
20080312,19.69,117.07,28.63,4.862857143
20080313,19.85,115.91,28.62,4.887142857
20080314,19.4,115.2301,27.96,4.751428571
20080317,19.39,115.55,28.3,4.712857143
20080318,20.32,118.41,29.42,5
20080319,19.51,116.94,28.62,4.981428571
20080320,20.01,118.33,29.18,5.177142857
20080324,20.56,119.06,29.17,5.452857143
20080325,20.42,117.97,29.14,5.302857143
20080326,20.16,116.91,28.56,5.408571429
20080327,19.47,115.52,28.05,5.194285714
20080328,19.61,114.57,27.91,5.084285714
20080331,19.92,115.14,28.38,4.95
20080401,20.33,116.49,29.4999,5.215714286
20080402,19.95,114.81,29.16,5.192857143
20080403,20.12,116.02,29,5.332857143
20080404,19.53,115.76,29.16,5.172857143
20080407,19.23,116.31,29.16,5.128571429
20080408,19,116.27,28.75,5.271428571
20080409,18.69,116.77,28.89,5.202857143
20080410,18.77,118.78,29.11,5.224285714
20080411,18.5,116,28.28,5.072857143
20080414,18.24,117.28,28.06,5.111428571
20080415,18.28,117.17,28.25,5.211428571
20080416,18.72,120.47,28.95,5.567142857
20080417,19.05,123.08,29.22,5.814285714
20080418,19.47,124.4,30,5.508571429
20080421,19.56,124.35,30.42,5.617142857
20080422,19.05,123.67,30.25,4.285714286
20080423,19.05,123.6,31.45,4.465714286
20080424,19.14,124.19,31.8,4.717142857
20080425,19.11,123.08,29.83,4.851428571
20080428,18.87,121.69,28.99,4.722857143
20080429,18.97,122.85,28.64,4.597142857
20080430,18.63,120.7,28.52,4.568571429
20080501,19.08,123.61,29.4,4.428571429
20080502,19.32,123.18,29.24,4.442857143
20080505,19.1,122.03,29.08,4.428571429
20080506,19.19,122.82,29.7,4.42
20080507,18.9,124.14,29.21,4.308571429
20080508,18.84,124.92,29.27,4.307142857
20080509,19.03,124.06,29.39,4.388571429
20080512,19.37,125.24,29.99,4.387142857
20080513,20,126.58,29.78,4.38
20080514,20.06,127.52,29.93,4.342857143
20080515,20.63,128.46001,30.4501,4.275714286
20080516,21.31,127.82,29.99,4.522857143
20080519,21.2,126.49,29.46,4.425714286
20080520,20.57,125.18,28.76,4.518571429
20080521,20.01,123.62,28.25,4.527142857
20080522,20.89,124.7,28.47,4.53
20080523,21.19,124.2,28.05,4.458571429
20080527,21.49,127.32,28.44,4.575714286
20080528,21.69,129.53999,28.18,4.445714286
20080529,21.81,129.71001,28.31,4.335714286
20080530,23.06,129.42999,28.32,4.337142857
20080602,22.79,127.36,27.8,4.412857143
20080603,23.47,127.84,27.31,4.552857143
20080604,23.89,127.55,27.54,4.624285714
20080605,24.02,128.47,28.3,4.738571429
20080606,23.74,124.94,27.49,4.545714286
20080609,24.15,125.86,27.71,4.447142857
20080610,23.6,125.94,27.89,4.375714286
20080611,23.45,123.25,27.12,4.318571429
20080612,23.78,123.85,28.24,4.43
20080613,24.42,126.15,29.07,4.602857143
20080616,24.45,126.71,28.93,4.56
20080617,24.15,125.1,28.8,4.471428571
20080618,23.89,124.16,28.46,4.311428571
20080619,24.34,125.02,28.93,4.585714286
20080620,23.4,122.74,28.23,4.485714286
20080623,23.41,123.46,27.97,4.23
20080624,23.04,123.46,27.73,4.142857143
20080625,23.55,124.58,28.35,4.228571429
20080626,22.52,121.13,27.75,4.111428571
20080627,22.25,120.05,27.63,3.82
20080630,21.88,118.53,27.51,3.724285714
20080701,22.18,119.27,26.87,3.871428571
20080702,22.7,119.1,25.88,3.892857143
20080703,22.81,119.54,25.98,3.897142857
20080707,22.97,121.5,26.03,4.035714286
20080708,22.63,123.88,25.85,4.058571429
20080709,21.6,120.4,25.23,4.088571429
20080710,22.35,123.18,25.45,3.978571429
20080711,22.31,122.12,25.25,3.887142857
20080714,22.2,121.54,25.15,3.972857143
20080715,22.64,123.2,26.15,3.958571429
20080716,23.1,125.94,27.26,4.015714286
20080717,24.37,126.52,27.52,3.968571429
20080718,24.23,129.89,25.86,3.871428571
20080721,23.98,128.66,25.64,3.907142857
20080722,23.76,130,25.8,3.888571429
20080723,23.81,129.52,26.43,3.997142857
20080724,23.42,130,25.44,3.818571429
20080725,23.47,128.53,26.16,3.978571429
20080728,23.24,126.25,25.5,4.09
20080729,24.01,127.66,26.11,4.434285714
20080730,24,128.86,26.23,4.361428571
20080731,24.57,127.98,25.72,4.412857143
20080801,24.41,126.64,25.44,4.174285714
20080804,25.39,127.56,25.28,4.261428571
20080805,25.11,128.87,26.21,4.27
20080806,25.25,129.16,27.02,4.285714286
20080807,24.99,129.05,27.39,4.351428571
20080808,25,128.81,28.13,4.435714286
20080811,25.19,126.6,27.9,4.6
20080812,25.33,125.22,28.12,4.401428571
20080813,25.13,125.8,27.91,4.451428571
20080814,25.3,126.94,27.91,4.548571429
20080815,25.06,126.36,27.81,4.465714286
20080818,24.63,124.59,27.69,4.37
20080819,24.44,122.56,27.32,4.301428571
20080820,24.97,122.51,27.29,4.36
20080821,25.21,122.99,27.18,4.285714286
20080822,25.27,124.93,27.84,4.378571429
20080825,25.04,122.86,27.66,4.277142857
20080826,25.17,122.5,27.27,4.298571429
20080827,25.63,123.38,27.56,4.377142857
20080828,25.21,124.58,27.94,4.445714286
20080829,21.73,121.73,27.29,4.405714286
20080902,20.83,118.41,27.1,4.405714286
20080903,20.31,118.34,26.9,4.415714286
20080904,20.36,115,26.35,4.267142857
20080905,20.41,114.33,25.65,4.237142857
20080908,20.17,117.29,26.12,4.307142857
20080909,19.3,115.04,26.1,4.105714286
20080910,19.31,118.04,26.44,4.107142857
20080911,19.18,119.2,27.34,4.118571429
20080912,19.04,118.97,27.62,4.207142857
20080915,17.99,115.19,26.82,4.015714286
20080916,15.98,116.05,25.99,4.065714286
20080917,16.19,111.47,24.57,4.122857143
20080918,17.25,115.12,25.26,4.434285714
20080919,16.63,118.85,25.16,4.562857143
20080922,16.57,116.21,25.4,4.53
20080923,16.33,115.36,25.44,4.504285714
20080924,16.7,116.46,25.72,4.538571429
20080925,16.93,120.11,26.61,4.71
20080926,17,119.42,27.4,4.695714286
20080929,15.41,114.46,25.01,4.514285714
20080930,16.48,116.96,26.69,4.411428571
20081001,16.15,110.13,26.48,4.291428571
20081002,15.79,104.74,26.25,4.185714286
20081003,15.25,103.44,26.32,4.138571429
20081006,14.86,100.62,24.91,3.784285714
20081007,13.55,95.65,23.23,3.187142857
20081008,13.5,90.55,23.01,3.248571429
20081009,13.43,89,22.3,3.277142857
20081010,13.29,87.75,21.5,3.47
20081013,15.21,92.21,25.5,3.628571429
20081014,14.08,93.6,24.1,3.434285714
20081015,12.58,88.29,22.66,3.215714286
20081016,13.21,91.52,24.19,3.35
20081017,13.04,90.78,23.93,3.328571429
20081020,13.37,92.51,24.72,3.4
20081021,12.58,88.86,23.36,2.978571429
20081022,11.98,83.6,21.53,2.957142857
20081023,11.99,84.35,22.32,2.97
20081024,11.5,82.07,21.96,2.707142857
20081027,11.74,79.66,21.18,2.562857143
20081028,13.15,87.28,23.1,2.938571429
20081029,12.13,88.2,23,3.108571429
20081030,12.25,90.69,22.63,3.254285714
20081031,12.2,92.97,22.33,3.537142857
20081103,12.61,92.68,22.62,3.337142857
20081104,12.93,93.4,23.53,3.432857143
20081105,12.77,89.94,22.08,3.284285714
